name,street_address,city,province,postcode,latitude,longitude,cuisine,phone,website,email,opening_hours,wheelchair,smoking,internet_access,operator,delivery,takeaway
"Olde Village Bistro","","","","","43.8612158","-79.3117254","","","","","","","","","","",""
"nam2 Vietnamese","","","","","43.8605229","-79.3043612","vietnamese","","","","","","","","","","yes"
"Manna Kitchen 瑪娜廚房","","","","","43.8611134","-79.3036806","chinese","","","","","","","","","",""
"Mr. Congee 龍粥記","","","","","43.8604649","-79.3035264","chinese","","","","","","","","","",""
"Sushi Tenon Vegetarian Cuisine","","","","","43.8600174","-79.3033531","","","","","","","","","","",""
"Top Choice Restaurant 阿一小廚","","","","","43.8599932","-79.3034904","chinese","","","","","","","","","",""
"Bowl Kee Restaurant 煲仔記","","","","","43.8590146","-79.3037914","chinese","","","","","","","","","",""
"NKS Banquet Hall 帝寶名宴","","","","","43.859066","-79.3041452","chinese","","","","","","","","","",""
"Ajisen Ramen","","","","","43.8592506","-79.3042175","ramen","","","","","","","","","",""
"Keung's Restaurant 强記雞粥","","","","","43.8606186","-79.3040135","chinese","","","","","","","","","",""
"Yunshang Rice Noodle","","","","","43.8607993","-79.3040884","noodle","","","","","","","","","",""
"Yang's Braised Chicken Rice 杨铭宇黄焖鸡米饭","","","","","43.8607852","-79.3042062","chinese","","","","","","","","","",""
"369 Shanghai Dim Sum","","","","","43.8607548","-79.3043265","chinese","","","","","","","","","",""
"New City Restaurant 新城市餐廳","","","","","43.8612116","-79.3051448","chinese","","","","","","","","","",""
"Good Taste Casserole Rice 知味煲仔饭","","","","","43.8612432","-79.3049301","chinese","","","","","","","","","",""
"Blue Ocean Cafe 藍海餐廳","","","","","43.8612963","-79.3047185","chinese","","","","","","","","","",""
"Sweet Culture 架勢堂","","","","","43.8613047","-79.3046531","chinese;dessert","","","","","","","","","",""
"Eat With Fun Roast 明惠燒臘茶餐廳","","","","","43.8613731","-79.3043199","chinese","","","","","","","","","",""
"Ming's Restaurant 大明港式茶餐廳","","","","","43.8613735","-79.3041096","chinese","","","","","","","","","",""
"广州西关食堂","","","","","43.860287","-79.3033101","chinese","","","","","","","","","",""
"Little Jakarta","","","","","43.8602772","-79.303619","indonesian","","","","","","","","","",""
"Big Beef Bowl 牛大碗","","","","","43.8603524","-79.303325","chinese","","","","","","","","","",""
"Les Chateaux Restaurant 雅閣餐廳","","","","","43.8599284","-79.3049205","chinese","","","","","","","","","",""
"Amazing Seafood House","","","","","43.8627905","-79.3007394","","","","","","","","","","",""
"King of Wings","","","","","43.8627381","-79.3009369","","","","","","","","","","",""
"Meet Fresh","28 South Unionville Avenue","Markham","Ontario","L3R 4P9","43.8560573","-79.3036116","taiwanese;dessert","+1-905-604-2466","https://meetfreshcanada.com/","info@meetfreshcanada.com","","","","wlan","","",""
"Garden Hong Kong Cafe","28 South Unionville Avenue","Markham","Ontario","L3R 4P9","43.8561273","-79.3035489","chinese;cantonese","","","","Tu-Su 11:00-20:00","","","","","",""
"Il Postino Ristorante","","","","","43.8675466","-79.3123791","italian","","","","","","","","","",""
"Unionville Arms","","","","","43.8677835","-79.3118645","","","","","","","","","","",""
"Jake's On Main","","","","","43.8681045","-79.3125798","burger;regional;pizza;american;sandwich;breakfast;grill","","","","","","","","","",""
"La Grotta","","","","","43.8683336","-79.3120296","","","","","","","","","","",""
"Chinese Hut","","","","","43.7661431","-79.2816389","chinese","","","","","","","","","",""
"Mughal Darbar","1885 Kennedy Road","","","M1P 2L9","43.7665183","-79.2805594","indian","+1 416-412-2929","http://mughaldarbar.ca/","","Mo-Su 08:00-23:00","yes","no","","","","yes"
"Gibbos","","","","","43.76608","-79.2818128","indian","","","","","","","","","",""
"Shot House Bar & Grill","","","","","43.7661897","-79.2816857","","","","","","","","","","",""
"Mishka’s Restaurant & Bar","880 Ellesmere Road","","","","43.766253","-79.2821824","","+1 416-647-6474","","","","","","","","",""
"Hana Ramen","1891 Kennedy Road","","","M1P 2L9","43.7668236","-79.2806227","noodle;ramen;japanese;sushi","+1 416 299 8588","","","Mo-Su 11:00-22:00","","","","","",""
"Pizza Hut","592 Ellesmere Road","Scarborough","","","43.7637688","-79.2921125","pizza","+1-416-298-6628","","","","","","","Yum! Brands","",""
"Wild Wing","11 William Kitchen Road","Scarborough","","","43.7729472","-79.2801147","chicken","","","","","","","","","",""
"Kerala Kitchen","","","","","43.780358","-79.2989218","","","","","","","","","","",""
"The Royal Chinese Restaurant","","","","","43.7804393","-79.2986401","chinese","","","","Mo-Su 15:00-01:00","","","","","",""
"Kub Khao Thai Eatery","","","","","43.7801749","-79.2998514","thai","","","","","","","","","",""
"Congee Queen","3850 Sheppard Avenue East","Scarborough","","M1T 3L4","43.7839264","-79.2923357","chinese","","","","","","","","","","yes"
"Nando's","15 William Kitchen Road","","","","43.7731034","-79.2811579","chicken;portuguese","","","","Mo-Su 11:00-22:00","","","","","",""
"Dosa Boyz / Hakka Boyz","35 William Kitchen Road","Scarborough","Ontario","M1P 5B7","43.7741525","-79.2825641","indian;asian","+1 416-292-6363","https://dosaboyz.ca/","","Mo-Su 11:00-23:00","","","","","",""
"Kabob Guys","4045 Sheppard Avenue East","","","M1S 1S8","43.7833956","-79.2864383","","+16477480003","https://thekabobguys.ca/","","","","","","","",""
"Yunshang Rice Noodle","4186 Finch Avenue East","Scarborough","ON","M1S 3V1","43.803588","-79.288112","noodle","+1 416 298 4567","","","11:00-22:00","","","","","",""
"Vietnam Noodle Star","","","","","43.8045658","-79.2876632","vietnamese","","","","","","","","","",""
"Health Gourmet","3278 Midland Avenue","","","M1V 0C9","43.8055503","-79.2879023","chinese","","","","","","","","","",""
"Made in China Café","","","","","43.8058968","-79.2885031","chinese;asian","","","","","","","","","",""
"Korean Grill House","","","","","43.8059264","-79.2885829","korean","","","","","","","","","",""
"Mashengligong 麻省理功","","Toronto","","M1V 0C5","43.8043342","-79.2882533","","","","","11:30-23:30","","","","","",""
"Baozi Lin","4188 Finch Avenue East","","","M1S 5E7","43.8043815","-79.2884147","","","","","","","","","","",""
"Flaming Kitchen","3250 Midland Avenue","Scarborough","Ontario","M1V 0C4","43.8050434","-79.2874046","","(416) 297-6055","https://www.flamingkitchen.ca/","","","","","","","",""
"Aroma Delight Palace","3250 Midland Avenue","","","M1V 4A1","43.8049389","-79.2877532","","","","","","","","","","",""
"Yuloudong","","","","M1V 0C4","43.8049704","-79.288011","","","","","","","","","","",""
"North East BBQ","4186 Finch Avenue East","","","M1S 3V1","43.8042324","-79.2884498","","","","","","","","","","",""
"Pho Vietnam Family Restaurant","","","","","43.8043052","-79.290544","","","","","","","","","","",""
"Kung Fu Duck","3270 Midland Avenue","","","","43.8051887","-79.2895656","","","","","","","","","","",""
"Qing Feng Bun","3278 Midland Avenue","","","","43.8054055","-79.2887126","","","","","","","","","","",""
"Yunnan Steam Fish Pot Restaurant","3280 Midland Avenue","","","M1V 0C7","43.8058505","-79.2886684","","","","","","","","","","",""
"Beijing Restaurant","3278 Midland Avenue","","","","43.8053951","-79.2887817","chinese","","","","","","","","","",""
"a! Xiang Noodle","Midland Avenue","Scarborough","","M1V 0C5","43.8047485","-79.2886047","chinese","","","","","","","","","",""
"DM Chicken","3250 Midland Avenue","Scarborough","","M1V 0C7","43.8049218","-79.2879262","chinese","","","","","","","","","",""
"Harbin BBQ","3278 Midland Avenue","Scarborough","","M1V 0C9","43.8055245","-79.2881096","chinese","","","","","","","","","",""
"Mr Six Fried Chicken","3250 Midland Avenue","Scarborough","","M1V 0C7","43.8048908","-79.2881039","chinese","","","","","","","","","",""
"Shananxi Legend","3278 Midland Avenue","Scarborough","","M1V 4W9","43.8053446","-79.2890086","chinese","","","","","","","","","",""
"Fishman Lobster Clubhouse Restaurant","","","","","43.8018121","-79.2955747","seafood","","","","","","","","","",""
"","3290 Midland Avenue","","","M1V3Z9","43.8066974","-79.289497","vietnamese","4163328688","https://linhanhvietnamesecuisine.com/","","Mo-Su 11:00-23:00","","","","","",""
"Chungchun Rice Dog Scarborough","","","","","43.8048966","-79.2882431","","","https://www.chungchunricedog.ca/","","","","","","","",""
"Chungchun Rice Dog Scarborough","350 Midland Avenue","","","M1V 0C7","43.8048966","-79.2882431","","","https://www.chungchunricedog.ca/","","","","","","","",""
"chako","","","","","43.8143103","-79.2947473","","","","","","","","","","",""
"Sing Viet Thai","","","","","43.814549","-79.293211","","","","","","","","","","",""
"Lobster House","","","","","43.8278449","-79.2879556","chinese","","","","","","","","","",""
"Daldongnae","4771 Steeles Avenue East","Scarborough","ON","","43.8253492","-79.2988888","korean","+1 416-335-4771","https://www.daldongnaebbq.com/","","","","","","","","yes"
"Gyubee Japanese Grill","3720 Midland Avenue","Scarborough","Ontario","M1V 5L3","43.8157799","-79.2931245","japanese","+1 416-299-8968","https://www.gyubeejapanesegrill.com/","","Mo-Su 12:00-23:00","","","","","",""
"Happy Valley Village","3700 Midland Avenue","Toronto","Ontario","M1B 0B4","43.8147617","-79.2926228","chinese","+1 416-321-2685","","","Mo-Su 11:00-24:00","","","","","",""
"Ajisen Ramen Scarborough","3720 Midland Avenue","Toronto","Ontario","M1V 0G3","43.8155375","-79.2930632","ramen","+1 4416-901-6889","","","Mo-Su 11:00-2:00","","","","","",""
"Hey Noodles (Scarborough)","3700 Midland Avenue","Toronto","Ontario","M1B 0B4","43.8147201","-79.2930557","chinese;noodle","+1 647-352-5333","https://www.heynoodles.com/","","Mo-Su 11:00-4:00","","","","","",""
"Sudden Summer Cafe","3700 Midland Avenue","Toronto","Ontario","M1B 0B3","43.8152628","-79.2928842","chinese","+1 647-236-3938","","","Mo-Su 11:30-21:00","","","","","",""
"Daimaru Shabu Shabu (Scarborough)","390 Silver Star Boulevard","Toronto","ON","M1V 0E3","43.8151554","-79.2962473","asian;hotpot","+1 647-559-7580","https://www.daimarushabushabu.com/","","Mo-Su 12:00-00:00","","","","","",""
"La Pho Vietnamese Restaurant","390 Silver Star Boulevard","Toronto","ON","M1V 0E3","43.8151353","-79.2963742","asian","+1 416-291-8889","https://la-pho.com/?utm_source=google&utm_medium=maps&utm_campaign=website","","Tu-Su 11:00-21:00","","","","","",""
"PanPan Noodle Bar","390 Silver Star Boulevard","Toronto","ON","M1V 0E3","43.8150377","-79.2959706","chinese;noodle","+1 416-361-1666","","","Mo-Su 11:30-2:30","","","","","",""
"Lucky Ace BBQ","390 Silver Star Boulevard","Toronto","ON","M1V 0E3","43.8148503","-79.2967923","chinese","+1 416-292-9688","","","We-Mo 11:00-0:00","","","","","",""
"One Plus One BBQ","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8225938","-79.2987538","chinese","+1 647-686_8922","https://1plus1bbq.com/?utm_source=google&utm_medium=maps&utm_campaign=website","","Mo-Su 16:00-3:00","","","","","",""
"Jiangnan Handmade Dim Sum","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8223359","-79.2986304","chinese","+1 416-299-6206","https://www.jiangnanhandmadedimsum.com/","","Mo-Su 10:00-2:30","","","","","",""
"Hunan Style Restaurant","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8224994","-79.2987104","chinese","+1 416-893-9733","http://www.xiangcunfaxian.com/","","Mo-Su 11:30-23:45","","","","","",""
"AKA-ONI Ramen&Izakaya (Scarborough)","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8224142","-79.2986682","japanese","+1 416-298-3828","http://akaoni.ca/","","Mo-Su 11:30-15:30; 17:00-23:30","","","","","",""
"Deer Garden Signatures Scarborough","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8215594","-79.2987052","chinese","+1 416-609-2888","https://www.deergarden.net/","","Mo-Su 11:00-21:30","","","","","",""
"Gyu Hito Japanese BBQ Restaurant","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8219601","-79.2984646","japanese","+1 416-222-9308","http://www.gyuhito.ca/","","Mo-Su 16:30-22:00","","","","","",""
"I'm a little hot crab","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8216488","-79.2984118","chinese","+1 416-293-0651","","","TH-Tu 12:30-23:00","","","","","",""
"Ho Ban Korean Restaurant","633 Silver Star Boulevard","Toronto","ON","M1V 5N1","43.8225574","-79.2987387","korean","+1 416-412-7453","","","Mo-Su 11:00-23:00","","","","","",""
"Midori Ramen","","","","","43.8147579","-79.2929084","ramen","","","","","","","","","",""
"Swiss Chalet","5070 Highway 7","Markham","Ontario","L3R 4M9","43.8666846","-79.2880572","chicken","+1 905 305 1809","","","","","","","","",""
"Pizza Hut","5071 Highway 7","Markham","Ontario","L3R 1N3","43.8659151","-79.2878196","pizza","+1 905 470 7060","","","","","","","","",""
"Ithaca Restaurant","","","","","43.8683837","-79.2826437","","","","","","","","","","",""
"Congee Queen Resturant","","","","","43.8685152","-79.2822405","chinese","","","","","","","","","",""
"All Stars Steak House","","","","","43.868591","-79.2819173","chinese;steak_house","","","","","","","","","",""
"Kitchen M.","","","","","43.8680106","-79.2837996","chinese","+1-905-294-8628","","","","","","","","",""
"Pho 99","","","","","43.868226","-79.2839826","vietnamese","","","","","","","","","",""
"Joey","","","","","43.867765","-79.2887729","regional","","","","","","","","","",""
"Pho Quinn Authentic Vietnamese Cuisine","5384 Highway 7","Markham","Ontario","L3P 1B9","43.8682597","-79.2833226","vietnamese","+1 905 201 8819","https://phoquinn.com/","","Mo-Su 10:30-20:30","","","","","",""
"Yin Ji Chang Fen","","","","","43.8648029","-79.2926381","","","","","","","","","","",""
"Fu Kee Bao Dim","","","","","43.8649539","-79.2919974","chinese","","https://fukeebaodim.com/","","","","","","","",""
"Phoenix Restaurant","1 Raymerville Drive","Markham","Ontario","L3P 5J5","43.8765411","-79.2862039","asian","+1 905 471 6536","https://www.phoenix-restaurant.ca/","","Mo-Su 08:00-22:00","","no","","","","yes"
"Kairali","1210 Kennedy Road","Scarborough","","M1P 2L1","43.7548314","-79.2772691","indian","","","","","","","","","",""
"Karaikudi Chettinad South Indian Restaurant","","","","","43.7561086","-79.276094","","","","","","","","","","",""
"Laguna Bay","","","","","43.7504046","-79.275538","filipino","","","","","","","","","",""
"Lucky Indian Style Chinese Food","2650 Lawrence Avenue East","Scarborough","","","43.7526926","-79.2649288","indian;chinese","","","","","","","","","",""
"Niji Sushi","","","","","43.7675412","-79.271412","sushi","","","","","","","","","",""
"Kathy's Grill","1158 Kennedy Road","","","M1P 2L1","43.7527403","-79.276567","greek;burger","+1-647-341-5555","","","","","","","","","yes"
"Flippers Fish House","","","","","43.7509559","-79.2762369","seafood","","","","","","","","","",""
"Kim Kim","","","","","43.7537907","-79.2770578","indian","","","","","","","","","",""
"Supreme Restaurant & Bar","","","","","43.7685093","-79.2666501","","","","","","","","","","",""
"Roll N Bowl Korean & Japanese Cuisine","1157 Ellesmere Road","Scarborough","Ontario","M1P2X6","43.7671642","-79.2704426","japanese;korean","+1-416-701-1212","https://rollnbowlscarborough.ca/","","Mo-Su 11:30-22:00; Tu off; Fr,Sa 11:30-22:30","","","","","",""
"Kaka","","","","","43.752396","-79.2623799","sushi","","","","","","","","","",""
"Kaka Restaurant","","","","","43.7523674","-79.2623727","sushi","","","","","","","","","",""
"Asian Legend","","","","","43.7883678","-79.2672011","","","","","","","","","","",""
"Jesse Jr. Restaurant","","","","","43.7871917","-79.26883","","","","","","","","","","",""
"Oriental Kitchen","","","","","43.7883922","-79.2667164","","","","","","","","","","",""
"The Pearl of Asia","","","","","43.7883705","-79.268361","","","","","","","","","","",""
"Oxland Restaurant","","","","","43.7844624","-79.2776645","chinese","","","","","","","","","",""
"May Yan Seafood Restaurant 陸福海鮮酒家","4227 Sheppard Avenue East","Scarborough","Ontario","M1S 5H5","43.7844904","-79.2777145","chinese","+1-416-297-1398","https://www.mayyanseafood.com/","","Mo-Su 11:30-22:00","","","","","",""
"Green Bamboo Vietnamese Cuisine","","","","","43.7852202","-79.2775429","vietnamese","+1-416-292-7961","","","","","","","","",""
"The Only Cuisine","","","","","43.7867019","-79.2708764","","","","","","","","","","",""
"Dumpling Restaurant","Sheppard Avenue East","Toronto","Ontario","","43.7868935","-79.2701077","chinese","+14162938321","","","","","outside","","","yes","yes"
"Gourmet Malaysia Restaurant","4466 Sheppard Avenue East","","","M1S 1V2","43.7884237","-79.2665722","malaysian","+1-647-764-1188","http://www.gourmetmalaysia.ca","","","","","wlan","","",""
"Perfect Chinese Restaurant","","","","","43.7877592","-79.2703122","chinese","","","","Mo-Su 00:00-00:00","","","","","",""
"East court & Mike BBQ","4400 Sheppard Avenue East","Scarborough","Ontario","M1S 5H9","43.787971","-79.2698835","chinese","+1 416 609 2388","","","Th-Tu 10:00-20:00","","","","","",""
"desimane","4445 Sheppard Avenue East","Scarborough","ON","M1S 1V3","43.7874641","-79.2670827","indian","+1 416-854-2626","http://www.desimanesangeetha.ca/","","","","","","","",""
"King's Vegetarian Food","Sheppard Avenue East","Toronto","Ontario","","43.7867318","-79.2700358","","","","","","","","","","",""
"Unplugged Cafe & Bar","4271 Sheppard Avenue East","Toronto","ontario","M1S 1T6","43.7855988","-79.2756945","indian;american;coffee_shop;ice_cream","+1-437-444-4445","UNPOLUGGEDCAFEANDBAR.CA","","24/7","","","","","",""
"","8 Glen Watford Drive","","","M1S2C1","43.7872125","-79.2766394","malaysian","+16473407099","","","Th-Su 11:00-19:00","","","","","",""
"Patty King","","Toronto","","","43.773548","-79.2680335","","","","","","","","","","",""
"Canyon Creek","","Toronto","","","43.777028","-79.2618555","","","","","","","","","","",""
"Panagio's","","","","","43.7922103","-79.2602505","breakfast","","","","","","","","","",""
"Blooming Garden Chinese Cuisine","","","","","43.809067","-79.2681337","chinese","","","","","","","","","",""
"Casa Deluz Banquet Hall","","","","","43.8092436","-79.2681808","chinese","","","","","","","","","",""
"Xe Lua","","","","","43.8091041","-79.2695273","vietnamese","","","","","","","","","",""
"Haidilao Hot Pot","1571 Sandhurst Circle","","","","43.8087474","-79.2683143","chinese;hotpot","","","","Mo-Su 11:00-04:00","","","","","",""
"Magic Noodle","1571 Sandhurst Circle","","","","43.8084511","-79.2694576","","+14163358699","www.magicnoodle.com","","Mo-Su 09:00-23:00","","","","","",""
"Canton Kitchen","","","","","43.7979874","-79.2711443","chinese","","","","","","","","","",""
"Ginger and Onion Cuisine","240 Alton Towers Circle","Scarborough","ON","M1V 4P2","43.8261554","-79.2774964","chinese","+1-647-350-7730","https://gingerandonioncuisine.ca/","","08:30-21:00","","","wlan","","",""
"Pho Day","","","","","43.8101483","-79.269619","","","","","","","","","","",""
"New Da Fu Seafood Cuisine","","","","","43.8317718","-79.2671167","chinese","","","","","","","","","",""
"Sumilicious Smoked Meat - Deli","5631 Steeles Avenue East","","","M1V 5P6","43.8323217","-79.2673134","deli","","","","Tu-Su 11:00-21:00","","","","","",""
"Red Rose Garden","","","","","43.8696249","-79.2767482","chinese","","","","","","","","","","yes"
"Al Dente Italian Restaurant","39 Main Street Markham North","Markham","","","43.8753737","-79.2600166","italian","+1-905-471-5670","","","","","","","","",""
"Inspire","144 Main Street Markham North","","","","43.8792163","-79.2613436","","","https://www.inspirerestaurant.com/","","","","","","","",""
"Main's Mansion Restaurant & Bar","144 Main Street Markham North","","","","43.8790713","-79.2613006","","","https://mainsmansion.com/","","","","","","","",""
"Peter's Dining Steak & Seafood","5701 Highway 7","","","","43.870829","-79.2682576","","","","","","","","","","",""
"Lemon Bistro","76 Main Street Markham North","","","","43.8768984","-79.2607405","","","","","","","","","","",""
"Osaka Sushi","5762 Highway 7","","","","43.8722044","-79.267054","japanese","","https://markhamosakasushi.ca/","","","","","","","",""
"On 7 Bar & Grill","","","","","43.8718111","-79.269354","","","","","","","","","","",""
"Bombay Grill","","","","","43.8720504","-79.2682978","indian","","","","","","","","","",""
"Rawlicious","","","","","43.8781453","-79.2610139","","","","","","","","","","",""
"Uncle Joe's Family Restaurant","124 Main Street","Markham","","L3P 7T8","43.8784101","-79.2610702","","+1-905-294-2249","https://unclejoesfamilyrestaurant.com/","","Mo 10:00-21:00, We-Fr 10:00-21:00, Sa-Su 09:00-22:00","","","","","",""
"Liberty Burgers & Wings","","","","","43.8788899","-79.261352","burger","","","","","","","","","",""
"Main Sushi","144 Main Street Markham North","Markham","","L3P 5T3","43.8791577","-79.2613386","sushi","+1-905-201-6218","https://www.mainsushi.ca/","","Su-Th 11:00-22:00; Fr-Sa 11:00-23:00","","","","","",""
"Nostos Bar & Grill","","","","","43.7526113","-79.2543444","greek","","","","","","","","","",""
"Merigold Restaurant","","","","","43.7532791","-79.2543512","caribbean","","","","","","","","","",""
"Ahmutha Surabi","","","","","43.7532944","-79.2542952","indian","","","","","","","","","",""
"All-Star Wings & Ribs","","","","","43.7730825","-79.2512864","","","","","","","","","","",""
"St Andrews Fish & Chips","","","","","43.7714627","-79.2527038","fish_and_chips","","","","","","","","","",""
"St. Louis Bar & Grill","55 Town Centre Court","Scarborough","","M1P 4X4","43.7740778","-79.2537986","chicken","+1-416-849-9418","","","Mo-Su 11:00-01:00","","","","","",""
"The Roti Hut","351 Pitfield Road","Scarborough","","M1S 3E5","43.786862","-79.2586267","caribbean","+1-416-298-4153","https://www.therotihut.com/","info@therotihut.com","Mo-Sa 11:00-22:00","","","","","",""
"Kwan Dim Sum","","","","","43.7749186","-79.2570094","chinese","","","","","","","","","",""
"Scaddabush","580 Progress Avenue","Toronto","","","43.7776162","-79.2542572","italian","","","","","","","","","",""
"Jack Astor's","580 Progress Avenue","Toronto","","","43.7774561","-79.2542466","american","+1-416-296-0965","http://jackastors.com/","","Su-Th 11:30-23:00; Fr-Sa 11:30-01:00","yes","","","","",""
"Babu Catering","4800 Sheppard Avenue East","Scarborough","","","43.792016","-79.251007","sri_lankan","","","","","","","","","",""
"","4810 Sheppard Avenue East","","","M1S4N6","43.7916164","-79.2508876","caribbean","+14164121200","http://monasroti.com","","Mo-Sa 10:00-20:00","","","","","",""
"","5210 Finch Avenue East","","","M1S4Z7","43.8103284","-79.2569477","indian","+14163320944","http://samosa-king.shop","","Mo-Su 09:00-21:00","","","","","",""
"Wow! Sushi Japanese Cuisine","","","","","43.8491491","-79.2534868","japanese","","","","","","","","","",""
"India Sweets & Restaurant","","","","","43.8407323","-79.2527063","indian","+1-905-472-0473","","","","","","","","","yes"
"Hakka Legend","7393 Markham Road","Markham","Ontario","L3S 0B5","43.8487371","-79.2533171","chinese;hakka;asian","+1-905-294-5777","https://www.hakkalegend.com","","Mo-Su 11:00-22:00","","","","","",""
"Kelsey's","","","","","43.8536635","-79.255509","american","","","","","","","","","",""
"Tangerine Asian Cuisine","7690 Markham Road","Markham","","","43.8531297","-79.2556468","asian","+1-905-472-2100;+1-905-472-2190","http://www.tangerineasiancuisine.com/","","Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00","","","","","",""
"Paramount","","","","","43.853624","-79.2561463","","","","","","","","","","",""
"Mecca Halal Pizza & Wings","","","","","43.8551733","-79.2569067","pizza","+1-905-294-2121","","","","","","","","",""
"Golden China","","","","","43.85521","-79.2568651","chinese","","","","","","","","","",""
"Maharaja","","","","","43.8552526","-79.2568061","","","","","","","","","","",""
"Kara Mia","7690 Markham Road","Markham","Ontario","L3S 4S1","43.8531543","-79.2559426","italian","+1-905-201-5672","https://www.karamia.ca/","info@karamia.ca","Mo-Th 12:00-21:30, Fr 16:00-22:30, Sa 14:00-22:30, Su 14:00-21:30","","","","","",""
"M.Y. Restaurant","","","","","43.8749256","-79.2592236","chinese;thai","","https://www.my-markham.com/","","","","","","","",""
"Southside Restaurant & Bar","","","","","43.8743021","-79.2565781","","","","","","","","","","",""
